Module Code,Lecturer,Topic,Question,Answer
"CMB236","Kathy Christofidou","Strengthening Mechanisms","How does work hardening arise from dislocation density, and what is the Taylor relationship?","As plastic strain increases, dislocation density ρ rises via Frank-Read sources and multiplication. Dislocations interact elastically — same-sign dislocations repel, creating back-stresses opposing further glide. Taylor relationship: τ = τ₀ + αGb√ρ, where α ≈ 0.3–0.5. Higher ρ → higher flow stress. Stage 2 work-hardening rate θ ≈ G/300 because every strain increment raises ρ proportionally. Hardening saturates when recovery (annihilation) balances multiplication — defining steady-state creep at high T."
"CMB236","Kathy Christofidou","Precipitation Strengthening","Compare precipitate cutting and Orowan bowing as hardening mechanisms, including how each depends on precipitate radius r.","Cutting (shearing): for small coherent precipitates — dislocation shears through; τ proportional to r^(1/2), so strength increases with r. Orowan bowing: for large incoherent/semi-coherent precipitates — dislocation bows between particles, leaves a loop, and continues; τ = Gb/λ where λ is inter-precipitate spacing. As r increases at fixed volume fraction, λ increases and τ decreases (overageing). Crossover radius r* defines peak hardness. Orowan stress: τ = (Gb/r)(3f/2π)^(1/2)."
"CMB236","Kathy Christofidou","Precipitation Strengthening","Describe the sequence of microstructural changes during age hardening of a supersaturated solid solution.","Starting from a supersaturated solid solution (SSSS): (1) Solution hardening from SSSS itself. (2) Coherency strains: GP zones and early coherent precipitates distort the matrix, creating long-range stress fields impeding dislocations. (3) Cutting/shear: coherent precipitates of small r are sheared — strength proportional to r^(1/2). (4) Orowan bowing: coarsened incoherent precipitates are bypassed — strength decreases (overageing). Peak hardness occurs at the cutting-to-bowing transition. Misfit strain = (a_ppt − a_mat)/a_mat."
"CMB236","Kathy Christofidou","Precipitation Strengthening","Define misfit strain and explain its role in the early stages of precipitation hardening.","Misfit strain ε = Δa/a_matrix = (a_ppt − a_mat)/a_mat quantifies the lattice parameter mismatch between precipitate and matrix. A coherent precipitate elastically distorts the surrounding matrix, creating a long-range stress field that impedes dislocation glide even before the precipitate is large enough for cutting or bypassing — dominant at the GP zone stage. Coherency strain energy scales as ε²Gf per unit volume (f = volume fraction). Misfit also drives the transition from coherent to semi-coherent to incoherent as precipitates coarsen."
"CMB236","Kathy Christofidou","Twinning","Define deformation twinning and compare it with slip in terms of mechanism, temperature dependence, and rate sensitivity.","Twinning: simultaneous shear of successive atomic planes so the twinned region is a mirror image across the twin boundary — equivalent to partial dislocation propagation without recombination. Systems: FCC {111}<11-2>, BCC {11-2}<111>. Unlike slip: (1) twinning stress is higher than CRSS at RT but has no temperature dependence; (2) propagates at the speed of sound; (3) each atom moves less than one Burgers vector. Favoured at low T, high strain rate, low SFE, and in low-symmetry crystals with fewer slip systems."
"CMB236","Kathy Christofidou","Twinning","Distinguish deformation twinning from annealing twinning in terms of morphology and driving force.","Deformation twinning: mechanically driven; driving force decreases as the twin approaches a grain boundary, causing tapering lenticular morphology. Annealing twinning: thermally driven during recrystallisation; grows along minimum-energy {111} planes with no mechanical stress gradient, so twin boundaries are straight and parallel with no tapering. Annealing twins arise from growth accidents (stacking errors) during grain boundary migration, producing the characteristic straight-sided morphology in annealed Cu, brass, and austenitic steels."
"CMB236","Kathy Christofidou","Twinning","What is TWIP steel and how does twinning serve as a work-hardening mechanism?","TWIP (Twinning-Induced Plasticity) steels are high-Mn austenitic steels with very low SFE (~20 mJ/m²). During deformation, mechanical twins form continuously throughout the microstructure. Each twin boundary acts as a barrier to dislocation slip (similar to a grain boundary), reducing the effective mean free path of dislocations and sustaining a high work-hardening rate (Hall-Petch-like effect at the nanoscale). This produces exceptional strength-ductility combinations, with uniform elongation exceeding 50%."
"CMB236","Kathy Christofidou","Recovery & Recrystallisation","Describe the processes of recovery and polygonization during annealing of a cold-worked metal.","Recovery: at moderate temperatures, dislocations gain sufficient thermal energy to glide and climb — opposite-sign dislocations annihilate, reducing density. The remaining dislocations rearrange into low-angle tilt boundaries (walls of edge dislocations) — this is polygonization. Deformed grains are divided into slightly misoriented sub-grains (cells), lowering total strain energy. Hardness and yield strength decrease; ductility recovers. No new grains form. Driving force is reduction in stored elastic strain energy of the dislocation network."
"CMB236","Kathy Christofidou","Recovery & Recrystallisation","Explain the mechanism and driving force of primary recrystallisation, including the role of prior deformation and temperature.","Primary recrystallisation: new strain-free grains nucleate (at sites of high local misorientation — grain boundaries, deformation bands, inclusions) and grow by consuming the deformed matrix. Driving force: reduction in stored deformation energy (proportional to dislocation density and prior strain). Kinetics follow JMAK: X = 1 − exp(−kt^n). Requirements: sufficient prior deformation (above critical strain); adequate temperature (typically >0.4 Tm). More deformation → more nuclei → finer recrystallised grain size. Recrystallisation temperature decreases as prior strain increases."
"CMB236","Kathy Christofidou","Recovery & Recrystallisation","What is thermomechanical processing (TMP) and how does it exploit recrystallisation to control microstructure?","TMP combines deformation (rolling, forging) and heat treatment to tailor microstructure. Hot working (above T_recx) allows dynamic recovery/recrystallisation during deformation, maintaining workability. Controlled rolling in steels deforms austenite below the recrystallisation-stop temperature, pancaking grains and increasing nucleation sites — giving fine ferrite grains after transformation. Warm working (between T_recx and 0.3 Tm) allows static recovery post-deformation. Cold working (below 0.3 Tm) increases dislocation density without recovery, maximising work-hardening."
"CMB236","Daniel Cogswell","Fracture Mechanics","What are the two primary assumptions of linear elastic fracture mechanics (LEFM)?","The material is assumed to be continuous and it is assumed to obey Hooke's law until failure occurs."
"CMB236","Daniel Cogswell","Fracture Mechanics","What does the parameter $\gamma_s$ represent in the theoretical strength equation?","It represents the surface energy of the material."
"CMB236","Daniel Cogswell","Fracture Mechanics","State one reason why materials typically fail to achieve their theoretical cohesive strength.","Materials fail to attain their theoretical strength due to local stress concentrations at corners defects and cracks."
"CMB236","Daniel Cogswell","Fracture Mechanics","Which researcher applied thermodynamic concepts to crack growth mechanics and what does their model assume?","Griffith applied thermodynamic concepts assuming ideal elastic material behaviour."
"CMB236","Daniel Cogswell","Fracture Mechanics","What physical quantity is designated by the term $\gamma_p$?","It designates the plastic work energy associated with deformation at the crack tip."
"CMB236","Daniel Cogswell","Fracture Mechanics","Contrast the focal points of the fracture mechanics models proposed by Inglis Griffith and Irwin.","Inglis evaluates crack shape Griffith evaluates crack size and Irwin accounts for both factors."
"CMB236","Daniel Cogswell","Stress Intensity","What is the theoretical magnitude of stress at an infinitely sharp crack tip?","The stress magnitude at the crack tip is theoretically infinite."
"CMB236","Daniel Cogswell","Stress Intensity","What are the four boundary and material assumptions used to derive the stress field equations around a crack tip?","The material is continuous; the crack tip is infinitely sharp and withstands infinite stress; the normal stress components at the crack surfaces are zero; and the remote stress field remains unaffected at long distances from the crack tip."
"CMB236","Daniel Cogswell","Stress Intensity","Which specific mode of crack opening is evaluated in this module?","The module focuses exclusively on Mode I which is the opening mode."
"CMB236","Daniel Cogswell","Stress Intensity","What property does the notation $K_{Ic}$ define?","It defines the plane-strain fracture toughness of a material."
"CMB236","Daniel Cogswell","Stress Intensity","Explain why the stress intensity expression might be modified to a form such as $K_I = C(\sigma + P)\sqrt{\pi a}$ and provide a practical example.","The equation is modified when a component experiences superimposed stress states such as combined uniform tensile loading and internal pressurisation. A practical example is a pressurized gas cylinder."
"CMB236","Daniel Cogswell","Stress Intensity","How can the stress intensity factor equation be simplified if the crack dimensions a and c are negligibly small relative to the total component width W?","The geometric correction factor can be simplified by treating the component as an infinite plate where the finite width correction factor approaches unity."
"CMB236","Daniel Cogswell","Crack Plasticity","What physical phenomenon occurs at a real crack tip instead of the theoretically predicted infinite stress?","Localised plastic deformation and yielding occur at the crack tip."
"CMB236","Daniel Cogswell","Crack Plasticity","Which two analytical models propose specific geometric shape assumptions to determine the size of the crack-tip plastic zone?","The Irwin model and the Dugdale-Barenblatt model."
"CMB236","Daniel Cogswell","Crack Plasticity","How does an increase in the Poisson's ratio affect the calculated size of the plastic zone?","An increase in Poisson's ratio causes a decrease in the plastic zone size due to increased triaxial stress constraint."
"CMB236","Daniel Cogswell","Fatigue Analysis","What does a data point designated with an arrow on an S-N diagram signify?","It indicates a run-out signifying that the specimen survived the test duration without failing at that maximum cycle limit."
"CMB236","Daniel Cogswell","Fatigue Analysis","Differentiate between High Cycle Fatigue (HCF) and Low Cycle Fatigue (LCF) based on cycle thresholds and deformation regimes.","High Cycle Fatigue occurs above $10^3$ to $10^4$ cycles and is dominated by elastic deformation. Low Cycle Fatigue occurs below $10^3$ cycles and involves significant macro-plastic deformation."
"CMB236","Daniel Cogswell","Fatigue Analysis","Outline the three distinct stages of fatigue crack propagation observed during High Cycle Fatigue.","Stage I: Crack initiation; Stage II: Stable crack propagation; Stage III: Unstable fast fracture."
"CMB236","Daniel Cogswell","Fatigue Analysis","How does the orientation of crack propagation alter between Stage I and Stage II relative to the principal tensile axis?","Stage I propagation proceeds at an angle of 45° to the tensile axis along maximum shear planes whereas Stage II propagation shifts to 90° normal to the tensile axis."
"CMB236","Daniel Cogswell","Fatigue Analysis","During which stages of fatigue crack growth is the propagation rate highly sensitive to microstructural features such as grain size?","Microstructural sensitivity is pronounced during Stage I (initiation) and Stage III (fast fracture) but is minimal during Stage II stable growth."
"CMB236","Daniel Cogswell","Fatigue Analysis","What geometric design modification can be implemented to increase the fatigue resistance of a component?","Incorporate generous fillet radii to eliminate sharp internal corners and minimize structural stress concentrations."
"CMB236","Daniel Cogswell","Fatigue Analysis","Define shot peening and describe the mechanical state it induces on a component's surface.","Shot peening is a mechanical surface treatment that plastically deforms the surface layer via high-velocity particle bombardment. It induces a beneficial compressive residual stress layer that inhibits crack initiation."
"CMB236","Daniel Cogswell","Life Prediction","According to the Palmgren-Miner linear damage rule under what mathematical condition does fatigue failure occur?","Failure occurs when the linear damage accumulation sum (D) equals unity ($\sum \frac{n_i}{N_i} = 1$)."
"CMB236","Daniel Cogswell","Life Prediction","How does a positive mean stress influence the fatigue life ($\sigma_e$) of an alloy and what is the underlying mechanism?","A positive tensile mean stress reduces fatigue life because it accelerates microscopic crack growth rates."
"CMB236","Daniel Cogswell","Life Prediction","Rank the Gerber Goodman and Soderberg fatigue models in order of increasing conservativeness.","Gerber model (least conservative) $\rightarrow$ Goodman model $\rightarrow$ Soderberg model (most conservative)."
"CMB236","Daniel Cogswell","Life Prediction","Define the phenomenon of cyclic hardening.","Cyclic hardening is the progressive increase in the stress amplitude required to maintain a constant strain amplitude over successive cycles."
"CMB236","Daniel Cogswell","Life Prediction","What is the primary material selection guideline when designing components for HCF versus LCF applications?","Ductile materials should be selected for high-cycle fatigue applications to delay initiation whereas high-strength/high-yield materials should be chosen for low-cycle fatigue applications to resist plastic strain accumulation."
"CMB236","Daniel Cogswell","Corrosion Fatigue","Distinguish between the graphical trends of true corrosion fatigue and mixed corrosion fatigue regimes.","True corrosion fatigue shows continuous environmental degradation across all stress intensity levels whereas mixed corrosion fatigue exhibits a distinct threshold transition where environmental acceleration occurs only above a critical value ($K_{ISCC}$)."
"CMB236","Daniel Cogswell","Toughness Testing","Why must strict minimum specimen size requirements be satisfied during valid fracture toughness testing?","To enforce a state of plane strain at the crack tip ensuring the determination of a conservative geometry-independent fracture toughness value ($K_{Ic}$)."
"CMB236","Daniel Cogswell","Toughness Testing","Why is plane-strain fracture toughness testing fundamentally characterized as an iterative process?","It is iterative because the material's actual $K_{Ic}$ value must be determined experimentally before the post-test dimensional validity criteria can be verified."
"CMB236","Daniel Cogswell","Toughness Testing","Define the term $P_Q$ as used in fracture toughness testing standards and explain how it is isolated.","$P_Q$ is the provisional load used to compute provisional toughness ($K_Q$). It is isolated by drawing a 5% secant offset line on the experimental load-displacement curve."
"CMB236","Daniel Cogswell","Toughness Testing","Why is an exceptionally sharp precrack mandatory for valid fracture toughness evaluations?","A sharp crack is required to replicate the worst-case geometric condition and avoid artificially inflating measured toughness values via notch-blunting effects."
"CMB236","Daniel Cogswell","Toughness Testing","What two primary metallographic and mechanical features classify a low-alloy steel within fracture mechanics?","A carbon content of less than 0.4% and the presence of a distinct ductile-to-brittle transition temperature (DBTT)."
"CMB236","Daniel Cogswell","Toughness Testing","What is the primary function of the J-integral in advanced fracture mechanics?","The J-integral is an elastic-plastic parameter used to characterize the energy release rate and fracture behaviour when substantial plastic deformation precedes failure."
"CMB236","Daniel Cogswell","Toughness Testing","Why must fracture toughness specimens undergo high-cycle fatigue precracking prior to final tensile evaluation?","Precracking ensures that the subsequent test strictly measures resistance to crack propagation rather than the energy consumed during crack initiation."
CMB219,Russell Hand,Introduction,What is the glass transition (Tg)?,The transition from a melt into a glass at Tg — the temperature at which configurational changes stop (log η ≈ 12).
CMB219,Russell Hand,Introduction,What are the two main methods of glass formation?,"Cooling from a melt (critical cooling rate determines max thickness) and CVD (chemical vapour deposition) for fibreoptic preforms."
CMB219,Russell Hand,Introduction,Why do good glass formers have high viscosity?,High viscosity suppresses crystallisation and makes forming easier.
CMB219,Russell Hand,Introduction,What is the key structural feature of glasses?,Glasses have no long-range order — they are amorphous. However not all amorphous materials are glasses; the glass transition is the defining factor.
CMB219,Russell Hand,Oxide Glass Types,Name five types of oxide glass and a use for each.,"Pure silica (SiO2); Soda-lime-silica (SLS) — light bulbs/glassware; Borosilicate — Pyrex/nuclear waste; Aluminosilicate — E-glass/Gorilla Glass; Lead glass — optical; Bioglass — biomedical (P2O5/SiO2)."
CMB219,Russell Hand,Glass Formers,What is a network former?,A material that forms glass on its own by building the glass network (e.g. SiO2).
CMB219,Russell Hand,Glass Formers,What is a network modifier?,A material that breaks up the glass network (e.g. Na2O and MgO).
CMB219,Russell Hand,Glass Formers,What is a network intermediate?,A material that can act as either a former or modifier depending on its charge (e.g. Al2O3).
CMB219,Russell Hand,Glass Formers,State Zachariasen's rules for network formers.,Network formers must have an oxidation state greater than 2 and must be in trigonal or tetrahedral coordination.
CMB219,Russell Hand,Glass Formers,How does Warren's model differ from Zachariasen's?,Warren acknowledges that glass networks aren't 100% homogeneous — the former must have a high proportion (not necessarily 100%) of CN3/4 coordination.
CMB219,Russell Hand,Glass Formers,Name four reasons why a glass may deviate from its batched composition.,"Losses during melting, raw material impurities, wet raw materials, and refractory contamination (ceramic leaching)."
CMB219,Russell Hand,Glass Batch Calculations,What are the key commercial considerations when designing a glass batch?,"Must melt easily to produce a homogeneous, bubble-free product; optimum viscosity-temperature curve; correct colour/colourless; and cost."
CMB219,Russell Hand,Glass Batch Calculations,Name four common raw materials used in SLS glass batches and their roles.,"SiO2 (network former); Na2CO3/soda ash (lowers melting point); CaCO3/limestone (increases durability); cullet (20–100% recycled glass)."
CMB219,Russell Hand,Glass Batch Calculations,Why should batch grain sizes be fine?,Fine grain sizes increase the rate of dissolution and help remove small bubbles.
CMB219,Russell Hand,Glass Melting Process,Describe the four stages of melting SLS glass with approximate temperatures.,"Batch melting ~700°C (intermediates form, carbonates decompose); Rough melt ~1100°C (sand grains dissolve, CO2 bubbles form); Seedy melt ~1300°C (CO2 bubbles removed by buoyancy/Stokes); Clear melt ~1300°C (seed-free, diffusion/convection homogenises)."
CMB219,Russell Hand,Glass Melting Process,What is the role of saltcake (Na2SO4) in glass melting?,Saltcake acts as a surfactant to help dissolve sand grains and produces O2 which increases bubble size during fining to aid bubble removal.
CMB219,Russell Hand,Glass Melting Process,What is fining/refining in glass melting?,The removal of CO2 bubbles (seeds) from the melt primarily during the 2.5–4.2 hour stage at ~1300°C.
CMB219,Russell Hand,Glass Melting Process,Why is particle size important in glass batch melting?,"Smaller particles decrease the time needed to react a given % of silica, and reduce the temperature required to react within a given time."
CMB219,Russell Hand,Glass Melting Process,What is conditioning in glass melting?,Post-homogenisation cooling of the melt to achieve the appropriate viscosity for forming.
CMB219,Russell Hand,Glass Melting Process,List the standard viscosity reference points and their approximate log η values.,"Melting: log η = 0 (~1400°C); Forming: 3.3 (~1050°C); Softening: 6 (~700°C); Tg: 12 (~550°C); Annealing point: 12.4 (~540°C); Strain point: 13.5 (~500°C)."
CMB219,Russell Hand,Glass Melting Process,What is devitrification and why is it problematic?,"Devitrification is crystallisation in glass. Crystals act as stress concentrators, reduce transparency (glass becomes murky), and degrade mechanical and optical properties."
CMB219,Russell Hand,Glass Forming Processes,What is the shear stress equation governing viscous flow?,τ = η(dv/dy) where dv/dy is the velocity gradient and η is the viscosity. Most glasses show Newtonian behaviour (viscosity independent of shear stress).
CMB219,Russell Hand,Glass Forming Processes,Describe the pressing process for glass forming.,"A cast iron mould, cover, and plunger shape the glass. Optimal mould temperature must avoid sticking (too hot) or cracking (too cold). Mould is air or water cooled. Gives rapid cooling and high production rate but contact with mould limits optical surface quality."
CMB219,Russell Hand,Glass Forming Processes,What are the roles of the working end and forehearth?,"Working end: rapidly cools glass by >200°C to ~1300°C creating a temperature gradient. Forehearth: transports glass to the forming zone, cools melt from top-down with an S-shaped temperature profile, to ~1100°C."
CMB219,Russell Hand,Glass Forming Processes,Describe the double-blow bottle forming process.,"Start with a gob; blow it and form the neck (creating the outside shape), then blow from the neck to expand the inside to final bottle shape."
CMB219,Russell Hand,Glass Forming Processes,What is the press-and-blow process?,A gob is pressed into the correct opening size first then blown to its maximum/final size.
CMB219,Russell Hand,Glass Forming Processes,What determines forming machine speed?,Forming speed depends on the softening and annealing temperatures — as Ts/Ta decrease machine speed increases. Increasing lime content also increases speed.
CMB219,Russell Hand,Glass Forming Processes,Describe the float glass process.,"Continuous process: Batch → Furnace (melting) → Tin Bath (forming at ~1050°C) → Lehr (annealing). Glass floats on molten tin and is removed at ~600°C."
CMB219,Russell Hand,Glass Forming Processes,What is the Fusion Draw process and what is it used for?,"Corning/Gorilla Glass process — molten glass is fed into a trough/reservoir where both outer surfaces remain untouched. Produces sub-mm thick glass with log η > 4."
CMB219,Russell Hand,Glass Forming Processes,How are continuous glass fibres produced?,"Fibres are drawn from a melt through a bushing (showerhead) at η = 50–100 Pa·s, with T – TL > 50°C. Fibres are then chemically coated by a roller."
CMB219,Russell Hand,Viscosity and Composition,What is the VFT equation and what does each term represent?,"log η = A + B/(T – T0), where η is viscosity (in Poise), T is temperature, and A, B, T0 are empirical constants. T0 is the temperature at which viscosity would diverge."
CMB219,Russell Hand,Viscosity and Composition,What distinguishes strong liquids from fragile liquids in terms of viscosity behaviour?,"Strong liquids have Arrhenian behaviour (constant activation energy EA, viscosity less sensitive to temperature) due to rigid intermolecular forces. Fragile liquids have non-Arrhenian behaviour with temperature-sensitive EA, due to weak intermolecular forces."
CMB219,Russell Hand,Viscosity and Composition,What is the Lakatos method?,A method to estimate glass viscosity parameters A and B as a weighted sum of oxide parameters multiplied by (wt% oxide / wt% silica) for all oxides in the composition.
CMB219,Russell Hand,Bulk Glass Making,What is the difference between regenerative and recuperative furnaces?,"Regenerative: alternating active/passive chambers store heat in refractory bricks (~1400°C inlet, flip every ~40 min). Recuperative: continuous heat exchange via heat exchangers using exhaust gases, limited to ~1000°C by steel piping."
CMB219,Russell Hand,Bulk Glass Making,What are the main sources of heat loss in a tank furnace?,Exhaust/waste heat and furnace/regenerator wall heat loss are the biggest sources.
CMB219,Russell Hand,Bulk Glass Making,Why is O2 firing used instead of air?,Using pure O2 instead of air prevents N2 oxidation that causes NOx pollution from LNG combustion.
CMB219,Russell Hand,Bulk Glass Making,What is the effect of adding transition metals (e.g. Fe) to the glass melt?,They increase absorption coefficients of the melt. The top layers absorb most of the heat creating a steep temperature gradient and reducing effective heat conductivity through the melt.
CMB219,Russell Hand,Glass Colour,What causes colour in glasses from transition metal ions?,Transition metal ions colour glass depending on their oxidation state and coordination environment — both affect the absorption spectrum.
CMB219,Russell Hand,Glass Colour,How does amber glass work and why is it useful?,Amber glass involves anion-cation pairs and absorbs strongly in the UV/blue range. This prevents degradation of contents (e.g. beer) by UV/blue photons that cause off-flavours.
CMB219,Russell Hand,Glass Colour,How does iron affect glass colour and how is it decolourised?,"Fe2+ absorbs red (near-IR); Fe3+ absorbs blue (near-UV). To decolourise: oxidise Fe2+ to Fe3+ (weaker colour), then add complementary colourants (Co, Se) for a net mild grey appearance."
CMB219,Russell Hand,Glass Colour,What is LSPR colouring in glass?,"Localised Surface Plasmon Resonance: metal nanoparticles (<50 nm) strongly absorb specific wavelengths giving distinctive, vivid colours even at low concentrations. Larger particles (>50 nm) also scatter light".
CMB219,Russell Hand,Residual Stresses,What are temporary vs residual stresses in glass?,"Temporary stresses arise during heating/cooling due to temperature gradients. Residual stresses are temporary stresses frozen into the glass when viscosity becomes too high to allow stress relief — they remain at room temperature."
CMB219,Russell Hand,Residual Stresses,How do cooling rate and thickness affect residual stresses?,Both increase the temperature gradient across the glass — faster cooling and greater thickness lead to larger residual stresses.
CMB219,Russell Hand,Chemical/Thermal Tempering,What is thermal tempering and how does it strengthen glass?,"Glass is heated above Tg then quenched, putting the surface in compression. Surface compressive stresses counteract surface flaws (which are typically tensile), increasing strength. Safety glass uses this to produce fine fragmentation on fracture."
CMB219,Russell Hand,Chemical/Thermal Tempering,What is chemical tempering and how does it differ from thermal tempering?,"Chemical tempering uses ion exchange (e.g. replacing Na+ with larger K+ near the surface at ~Tg) to create surface compressive stresses. It is a slow diffusive process; longer times give deeper layers but greater stress relaxation. Used in display glass and epipens. Unlike thermal tempering, it can be applied to thin sections."
"CMB219","Lewis Blackburn","Overview","What is the general processing route for ceramics?","Raw Material -> Batching -> Milling -> Drying -> Shaping -> Sintering -> Product"
"CMB219","Lewis Blackburn","Overview","What are the three phases in the ZrO2-CaO system and their crystal structures?","FSS = cubic (fully stabilised); TSS = tetragonal (partially stabilised); MSS = monoclinic (unstabilised/low stabiliser)"
"CMB219","Lewis Blackburn","Overview","What problem arises from ZrO2 phase transformations and how is it addressed?","Volume expansion on transformation leads to cracking. Dopants (e.g. CaO) are added to suppress the transformation and increase thermal shock resistance."
"CMB219","Lewis Blackburn","Overview","Give the radius ratio (r+/r-) thresholds and corresponding coordination numbers (CN).","r+/r- > 0: CN 2; > 0.155: CN 3; > 0.225: CN 4; > 0.414: CN 6; > 0.732: CN 8"
"CMB219","Lewis Blackburn","Production Techniques","What is comminution and what are its pros and cons?","Crushing/grinding (ball/hammer/milling). Pros: cheap and widely applicable. Cons: limited purity/homogeneity and relatively large particle size."
"CMB219","Lewis Blackburn","Production Techniques","Compare dry and wet ball milling rotation speeds, and explain why they differ.","Dry: N = 0.65-0.80 Nc. Wet: N = 0.60-0.65 Nc. Water acts as a lubricant  -  it transports particles to collision zones more effectively and prevents agglomeration, so less rotational energy is needed. If N/Nc > 1, centrifugal force pins media to the wall and grinding stops."
"CMB219","Lewis Blackburn","Production Techniques","Compare calcination with chemical solution and vapour-phase techniques as powder production methods.","Calcination: decomposes raw materials into oxides, increases nucleation/growth  -  simple/cheap but limited homogeneity, agglomeration risk. Chemical solution: high purity, small particle size, excellent composition control  -  but very expensive and agglomeration occurs. Vapour-phase: high purity, small particle size  -  but expensive and agglomeration occurs."
"CMB219","Lewis Blackburn","Packing","What is granulation and what two parameters characterise powder packing?","Granulation: agglomeration of particles into larger granules to improve flow, handling and dust suppression (wet or dry, usually with an organic binder). Packing is characterised by volume fraction (V/VT) and coordination number (CN)  -  equivalent to APF in a perfect crystal."
"CMB219","Lewis Blackburn","Packing","Describe the cold uniaxial pressing process and what a green body is.","Granules fill a die and are compacted by an upper punch into a green body (shaped but unfired compact). Pressure is released (some springback occurs) and the body is ejected. Friction between die wall and pellet can introduce stresses."
"CMB219","Lewis Blackburn","Packing","What does PFMAX = PFC + (1-PFC)PFM + (1-PFC)(1-PFM)PFf represent?","Maximum packing fraction achievable with a coarse (C) + medium (M) + fine (f) particle mixture  -  each finer fraction fills the voids left by the coarser fraction."
"CMB219","Lewis Blackburn","Packing","What are the three stages of compaction during pressing?","1. Granule flow and rearrangement (particle movement/rotation); 2. Granule deformation predominates (elastic deformation, plastic flow at contact points); 3. Granule densification predominates (localised fragmentation, general plastic flow at higher pressures)."
"CMB219","Lewis Blackburn","Packing","What does the compaction equation Dcompact = Dfill + m*log(Pa/PY) describe?","Compact density as a function of fill density, applied pressure (Pa) and granule yield pressure (PY)  -  density increases logarithmically with applied pressure above yield."
"CMB219","Lewis Blackburn","Packing","Describe the three pressing defects (laminations / endcapping / ring capping) and how each is prevented.","Laminations (planar cracks): mitigated by lubrication and plasticity. Endcapping (ends crack off): prevented by highly polished and slightly tapered die walls. Ring capping (circumferential cracking): prevented by keeping the punch-die gap smaller than granule size."
"CMB219","Lewis Blackburn","Particle Size Identification","Sumarise all five particle sizing techniques with size ranges and wet/dry classification.","Sieving: 20-10,000 um (dry)  -  stacked sieves agitated. Sedimentation: 0.1-400 um (wet)  -  Stokes' settling, samples at fixed depth over time. Laser diffraction: 0.1-4,000 um (dry)  -  diffraction angle ~1/d, rapid. SEM: >0.1 um (dry). TEM: >1 nm (dry). Optical: >1 um (dry), minimal sample prep."
"CMB219","Lewis Blackburn","Sintering","What is the driving force for sintering and describe the three stages of solid state sintering.","Driving force: reduction in total surface energy. Stages: 1. Particles rearrange and necks form (density increases); 2. Necks grow, porosity decreases, pores become isolated (closed porosity); 3. Closed porosity eliminated via pore diffusion and minor deformation."
"CMB219","Lewis Blackburn","Sintering","Why is 100% density difficult to achieve in solid state sintering?","Atmospheric gases cannot easily diffuse through isolated closed pores  -  they become trapped and prevent full densification."
"CMB219","Lewis Blackburn","Sintering","How do temperature and time affect sintering outcomes?","Higher temperature: faster diffusion, faster grain growth, faster densification. Longer time: densification rate slows, grain size increases. Better homogeneity shortens diffusion distances and improves sintering."
"CMB219","Lewis Blackburn","Sintering","Name and describe the four types of sintering.","Solid state: solid + pores, diffusion via grain boundaries. Liquid-phase (LPS): some liquid present, increases diffusion and rearrangement, forms amorphous GB phase. Viscous-glass: densification by viscous flow as glass particles soften and fill pores. Viscous-composite: large liquid fraction at low T, solid particles in glass matrix (triaxial bodies: clay + flux + filler)."
"CMB219","Lewis Blackburn","Sintering","What is the key problem with the grain boundary phase in liquid phase sintering and how is it resolved?","The amorphous GB phase softens at ~1000 degC, degrading high-temperature properties. It can be crystallised by slow cooling or post-densification heat treatment."
"CMB219","Lewis Blackburn","Sample Preparation","What is the standard optical preparation sequence and what special consideration applies to porous ceramics?","Cut -> Grind -> Lap -> Polish. Porous or water-sensitive ceramics should be mounted in epoxy resin before preparation."
"CMB219","Lewis Blackburn","Sample Preparation","Compare chemical and thermal etching for revealing ceramic microstructure.","Chemical etching: acids/alkalis remove GB phases, revealing pores and scratches  -  requires high polishing as chemicals attack asymmetrically. Thermal etching: heat below sintering T for ~1 hour  -  surface atoms diffuse away from GBs to minimise interfacial energy, producing visible GB grooves."
"CMB219","Lewis Blackburn","Defects","What are Schottky and Frenkel defects and what constraint applies to both in ceramics?","Schottky: paired cation and anion vacancies. Frenkel: atom/ion displaced from lattice site to an interstitial site (vacancy-interstitial pair). In ceramics, all defects must maintain overall electrical charge neutrality  -  unlike in metals."
"CMB219","Lewis Blackburn","Defects","Describe the 1D and 2D defects found in ceramics and their characteristics.","1D (line defects): screw and edge dislocations, characterised by their Burgers vector (magnitude and direction of lattice distortion). 2D (planar defects): grain boundaries  -  can be homophase or heterophase; less densely packed and more disordered than bulk crystal."
"CMB219","Lewis Blackburn","Defects","What is radiation damage in ceramics?","Energetic particles cause atom displacements and defect formation  -  leading to a loss of long-range order and degraded structural/mechanical properties."
CMB218,"Colin Freeman","Fundamentals","What is diffusion?","A measure of how fast atoms are able to move through the lattice. Atoms exist in energy wells created by the lattice; their kinetic energy leads to vibrations that can result in atoms escaping their energy wells and moving throughout the lattice."
CMB218,"Colin Freeman","Fundamentals","What is a random walk and why is mean square displacement (MSD) used instead of summing displacement?","With no driving force, atom movement is a random walk (equally likely to move in any direction). Summing displacement cancels out, so MSD is used instead: MSD = X^2 = (x1 + x2 + ... + xn)^2"
